Chr	Start	Stop	M_CA-TAC245-TAC245_MEC.prod-refalign	M_CA-TAC265-TAC265_MEC.prod-refalign
1	52182630	52182631	25	0
1	52182631	52182632	25	0
1	52182632	52182633	26	0
1	52182633	52182634	26	0
1	52182634	52182635	26	0
1	52182635	52182636	26	0
1	52182636	52182637	25	0
1	52182637	52182638	24	0
1	52182638	52182639	24	0
1	52182639	52182640	24	0
1	52182640	52182641	24	0
1	52182641	52182642	24	0
1	52182642	52182643	24	0
1	52182643	52182644	24	0
1	52182644	52182645	24	0
1	52182645	52182646	24	0
1	52182646	52182647	24	0
1	52182647	52182648	22	0
1	52182648	52182649	22	0
1	52182649	52182650	22	0
1	52182650	52182651	22	0
1	52182651	52182652	18	0
1	52182652	52182653	18	0
1	52182653	52182654	18	0
1	52182654	52182655	18	0
1	52182655	52182656	16	0
1	52182656	52182657	16	0
1	52182657	52182658	16	0
1	52182658	52182659	16	0
1	52182659	52182660	16	0
1	52182660	52182661	16	0
1	52182661	52182662	16	0
1	52182662	52182663	16	0
1	52182663	52182664	16	0
1	52182664	52182665	16	0
1	52182665	52182666	17	0
1	52182666	52182667	18	0
1	52182667	52182668	18	0
1	52182668	52182669	17	0
1	52182669	52182670	17	0
1	52182670	52182671	17	0
1	52182671	52182672	17	0
1	52182672	52182673	18	0
1	52182673	52182674	19	0
1	52182674	52182675	19	0
1	52182675	52182676	19	0
1	52182676	52182677	19	0
1	52182677	52182678	19	0
1	52182678	52182679	19	0
1	52182679	52182680	20	0
1	52182680	52182681	20	0
1	52182681	52182682	20	0
1	52182682	52182683	20	0
1	52182683	52182684	20	0
1	52182684	52182685	23	0
1	52182685	52182686	24	0
1	52182686	52182687	24	0
1	52182687	52182688	23	0
1	52182688	52182689	23	0
1	52182689	52182690	23	0
1	52182690	52182691	23	0
1	52182691	52182692	24	0
1	52182692	52182693	25	0
1	52182693	52182694	25	0
1	52182694	52182695	25	0
1	52182695	52182696	26	0
1	52182696	52182697	27	0
1	52182697	52182698	27	0
1	52182698	52182699	26	0
1	52182699	52182700	26	0
1	52182700	52182701	26	0
1	52182701	52182702	26	0
1	52182702	52182703	26	0
1	52182703	52182704	26	0
1	52182704	52182705	26	0
1	52182705	52182706	24	0
1	52182706	52182707	23	0
1	52182707	52182708	22	0
1	52182708	52182709	22	0
1	52182709	52182710	22	0
1	52182710	52182711	22	0
1	52182711	52182712	22	0
1	52182712	52182713	22	0
1	52182713	52182714	22	0
1	52182714	52182715	26	0
1	52182715	52182716	26	0
1	52182716	52182717	31	0
1	52182717	52182718	31	0
1	52182718	52182719	32	0
1	52182719	52182720	32	0
1	52182720	52182721	32	0
1	52182721	52182722	32	0
1	52182722	52182723	32	0
1	52182723	52182724	32	0
1	52182724	52182725	31	0
1	52182725	52182726	31	0
1	52182726	52182727	31	0
1	52182727	52182728	31	0
1	52182728	52182729	31	0
1	52182729	52182730	31	0
1	52182730	52182731	31	0
1	52182731	52182732	31	0
1	52182732	52182733	30	0
1	52182733	52182734	30	0
1	52182734	52182735	31	0
1	52182735	52182736	31	0
1	52182736	52182737	31	0
1	52182737	52182738	31	0
1	52182738	52182739	31	0
1	52182739	52182740	31	0
1	52182740	52182741	31	0
1	52182741	52182742	31	0
1	52182742	52182743	31	0
1	52182743	52182744	31	0
1	52182744	52182745	31	0
1	52182745	52182746	31	0
1	52182746	52182747	31	0
1	52182747	52182748	29	0
1	52182748	52182749	29	0
1	52182749	52182750	29	0
1	52182750	52182751	29	0
1	52182751	52182752	29	0
1	52182752	52182753	29	0
1	52182753	52182754	29	0
1	52182754	52182755	29	0
1	52182755	52182756	29	0
1	52182756	52182757	30	0
1	52182757	52182758	30	0
1	52182758	52182759	30	0
1	52182759	52182760	30	0
1	52182760	52182761	30	0
1	52182761	52182762	30	0
1	52182762	52182763	30	0
1	52182763	52182764	30	0
1	52182764	52182765	30	0
1	52182765	52182766	29	0
1	52182766	52182767	28	0
1	52182767	52182768	28	0
1	52182768	52182769	28	0
1	52182769	52182770	28	0
1	52182770	52182771	28	0
1	52182771	52182772	28	0
1	52182772	52182773	26	0
1	52182773	52182774	25	0
1	52182774	52182775	25	0
1	52182775	52182776	25	0
1	52182776	52182777	25	0
1	52182777	52182778	25	0
1	52182778	52182779	25	0
1	52182779	52182780	25	0
1	52182780	52182781	25	0
1	52182781	52182782	28	0
1	52182782	52182783	28	0
1	52182783	52182784	28	0
1	52182784	52182785	25	0
1	52182785	52182786	24	0
1	52182786	52182787	24	0
1	52182787	52182788	24	0
1	52182788	52182789	24	0
1	52182789	52182790	24	0
1	52182790	52182791	24	0
1	52182791	52182792	24	0
1	52182792	52182793	23	0
1	52182793	52182794	24	0
1	52182794	52182795	24	0
1	52182795	52182796	23	0
1	52182796	52182797	22	0
1	52182797	52182798	22	0
1	52182798	52182799	22	0
1	52182799	52182800	22	0
1	52182800	52182801	22	0
1	52182801	52182802	22	0
1	52182802	52182803	22	0
1	52182803	52182804	23	0
1	52182804	52182805	24	0
1	52182805	52182806	24	0
1	52182806	52182807	24	0
1	52182807	52182808	23	0
1	52182808	52182809	22	0
1	52182809	52182810	23	0
1	52182810	52182811	23	0
1	52182811	52182812	23	0
1	52182812	52182813	23	0
1	52182813	52182814	23	0
1	52182814	52182815	22	0
1	52182815	52182816	22	0
1	52182816	52182817	16	0
1	52182817	52182818	15	0
1	52182818	52182819	14	0
1	52182819	52182820	14	0
1	52182820	52182821	14	0
1	52182821	52182822	14	0
1	52182822	52182823	14	0
1	52182823	52182824	15	0
1	52182824	52182825	15	0
1	52182825	52182826	16	0
1	52182826	52182827	16	0
1	52182827	52182828	16	0
1	52182828	52182829	16	0
1	52182829	52182830	16	0
1	52182830	52182831	16	0
1	52182831	52182832	16	0
1	52182832	52182833	16	0
1	52182833	52182834	16	0
1	52182834	52182835	15	0
1	52182835	52182836	15	0
1	52182836	52182837	15	0
1	52182837	52182838	15	0
1	52182838	52182839	15	0
1	52182839	52182840	15	0
1	52182840	52182841	15	0
1	52182841	52182842	15	0
1	52182842	52182843	15	0
1	52182843	52182844	15	0
1	52182844	52182845	15	0
1	52182845	52182846	15	0
1	52182846	52182847	15	0
1	52182847	52182848	15	0
1	52182848	52182849	15	0
1	52182849	52182850	15	0
1	52182850	52182851	15	0
1	52182851	52182852	15	0
1	52182852	52182853	15	0
1	52182853	52182854	15	0
1	52182854	52182855	16	0
1	52182855	52182856	16	0
1	52182856	52182857	15	0
1	52182857	52182858	16	0
1	52182858	52182859	16	0
1	52182859	52182860	16	0
1	52182860	52182861	16	0
1	52182861	52182862	16	0
1	52182862	52182863	16	0
1	52182863	52182864	16	0
1	52182864	52182865	16	0
1	52182865	52182866	16	0
1	52182866	52182867	16	0
1	52182867	52182868	18	0
1	52182868	52182869	18	0
1	52182869	52182870	20	0
1	52182870	52182871	20	0
1	52182871	52182872	20	0
1	52182872	52182873	20	0
1	52182873	52182874	20	0
1	52182874	52182875	20	0
1	52182875	52182876	20	0
1	52182876	52182877	20	0
1	52182877	52182878	20	0
1	52182878	52182879	20	0
1	52182879	52182880	21	0
1	52182880	52182881	23	0
1	52182881	52182882	21	0
1	52182882	52182883	21	0
1	52182883	52182884	21	0
1	52182884	52182885	21	0
1	52182885	52182886	21	0
1	52182886	52182887	21	0
1	52182887	52182888	21	0
1	52182888	52182889	24	0
1	52182889	52182890	24	0
1	52182890	52182891	24	0
1	52182891	52182892	24	0
1	52182892	52182893	24	0
1	52182893	52182894	23	0
1	52182894	52182895	23	0
1	52182895	52182896	23	0
1	52182896	52182897	23	0
1	52182897	52182898	23	0
1	52182898	52182899	23	0
1	52182899	52182900	23	0
1	52182900	52182901	24	0
1	52182901	52182902	24	0
1	52182902	52182903	24	0
1	52182903	52182904	23	0
1	52182904	52182905	22	0
1	52182905	52182906	22	0
1	52182906	52182907	22	0
1	52182907	52182908	22	0
1	52182908	52182909	22	0
1	52182909	52182910	21	0
1	52182910	52182911	21	0
1	52182911	52182912	24	0
1	52182912	52182913	24	0
1	52182913	52182914	24	0
1	52182914	52182915	23	0
1	52182915	52182916	23	0
1	52182916	52182917	24	0
1	52182917	52182918	24	0
1	52182918	52182919	24	0
1	52182919	52182920	24	0
1	52182920	52182921	27	0
1	52182921	52182922	27	0
1	52182922	52182923	27	0
1	52182923	52182924	26	0
1	52182924	52182925	26	0
1	52182925	52182926	26	0
1	52182926	52182927	26	0
1	52182927	52182928	26	0
1	52182928	52182929	26	0
1	52182929	52182930	26	0
1	52182930	52182931	26	0
1	52182931	52182932	26	0
1	52182932	52182933	26	0
1	52182933	52182934	26	0
1	52182934	52182935	26	0
1	52182935	52182936	26	0
1	52182936	52182937	26	0
1	52182937	52182938	28	0
1	52182938	52182939	28	0
1	52182939	52182940	29	0
1	52182940	52182941	29	0
1	52182941	52182942	29	0
1	52182942	52182943	30	0
1	52182943	52182944	30	0
1	52182944	52182945	34	0
1	52182945	52182946	34	0
1	52182946	52182947	34	0
1	52182947	52182948	34	0
1	52182948	52182949	34	0
1	52182949	52182950	34	0
1	52182950	52182951	34	0
1	52182951	52182952	34	0
1	52182952	52182953	34	0
1	52182953	52182954	35	0
1	52182954	52182955	34	0
1	52182955	52182956	36	0
1	52182956	52182957	35	0
1	52182957	52182958	35	0
1	52182958	52182959	35	0
1	52182959	52182960	35	0
1	52182960	52182961	35	0
1	52182961	52182962	35	0
1	52182962	52182963	35	0
1	52182963	52182964	35	0
1	52182964	52182965	35	0
1	52182965	52182966	36	0
1	52182966	52182967	37	0
1	52182967	52182968	35	0
1	52182968	52182969	35	0
1	52182969	52182970	33	0
1	52182970	52182971	33	0
1	52182971	52182972	33	0
1	52182972	52182973	33	0
1	52182973	52182974	33	0
1	52182974	52182975	33	0
1	52182975	52182976	33	0
1	52182976	52182977	33	0
1	52182977	52182978	33	0
1	52182978	52182979	34	0
1	52182979	52182980	32	0
1	52182980	52182981	30	0
1	52182981	52182982	29	0
1	52182982	52182983	29	0
1	52182983	52182984	29	0
1	52182984	52182985	29	0
1	52182985	52182986	29	0
1	52182986	52182987	28	0
1	52182987	52182988	29	0
1	52182988	52182989	29	0
1	52182989	52182990	29	0
1	52182990	52182991	30	0
1	52182991	52182992	30	0
1	52182992	52182993	30	0
1	52182993	52182994	30	0
1	52182994	52182995	30	0
1	52182995	52182996	30	0
1	52182996	52182997	30	0
1	52182997	52182998	30	0
1	52182998	52182999	30	0
1	52182999	52183000	30	0
1	52183000	52183001	29	0
1	52183001	52183002	29	0
1	52183002	52183003	29	0
1	52183003	52183004	29	0
1	52183004	52183005	29	0
1	52183005	52183006	28	0
1	52183006	52183007	28	0
1	52183007	52183008	28	0
1	52183008	52183009	28	0
1	52183009	52183010	28	0
1	52183010	52183011	28	0
1	52183011	52183012	24	0
1	52183012	52183013	24	0
1	52183013	52183014	24	0
1	52183014	52183015	23	0
1	52183015	52183016	23	0
1	52183016	52183017	23	0
1	52183017	52183018	23	0
1	52183018	52183019	23	0
1	52183019	52183020	23	0
1	52183020	52183021	22	0
1	52183021	52183022	24	0
1	52183022	52183023	24	0
1	52183023	52183024	24	0
1	52183024	52183025	24	0
1	52183025	52183026	23	0
1	52183026	52183027	23	0
1	52183027	52183028	23	0
1	52183028	52183029	23	0
1	52183029	52183030	23	0
1	52183030	52183031	23	0
1	52183031	52183032	23	0
1	52183032	52183033	23	0
1	52183033	52183034	23	0
1	52183034	52183035	23	0
1	52183035	52183036	23	0
1	52183036	52183037	23	0
1	52183037	52183038	21	0
1	52183038	52183039	21	0
1	52183039	52183040	21	0
1	52183040	52183041	21	0
1	52183041	52183042	21	0
1	52183042	52183043	20	0
1	52183043	52183044	20	0
1	52183044	52183045	16	0
1	52183045	52183046	16	0
1	52183046	52183047	16	0
1	52183047	52183048	16	0
1	52183048	52183049	16	0
1	52183049	52183050	16	0
1	52183050	52183051	16	0
1	52183051	52183052	16	0
1	52183052	52183053	17	0
1	52183053	52183054	17	0
1	52183054	52183055	17	0
1	52183055	52183056	16	0
1	52183056	52183057	16	0
1	52183057	52183058	16	0
1	52183058	52183059	16	0
1	52183059	52183060	16	0
1	52183060	52183061	16	0
1	52183061	52183062	16	0
1	52183062	52183063	16	0
1	52183063	52183064	16	0
1	52183064	52183065	16	0
1	52183065	52183066	15	0
1	52183066	52183067	14	0
1	52183067	52183068	14	0
1	52183068	52183069	14	0
1	52183069	52183070	14	0
1	52183070	52183071	14	0
1	52183071	52183072	14	0
1	52183072	52183073	16	0
1	52183073	52183074	16	0
1	52183074	52183075	16	0
1	52183075	52183076	16	0
1	52183076	52183077	16	0
1	52183077	52183078	16	0
1	52183078	52183079	15	0
1	52183079	52183080	15	0
1	52183080	52183081	15	0
1	52183081	52183082	15	0
1	52183082	52183083	15	0
1	52183083	52183084	15	0
1	52183084	52183085	15	0
1	52183085	52183086	15	0
1	52183086	52183087	15	0
1	52183087	52183088	14	0
1	52183088	52183089	11	0
1	52183089	52183090	12	0
1	52183090	52183091	12	0
1	52183091	52183092	12	0
1	52183092	52183093	12	0
1	52183093	52183094	12	0
1	52183094	52183095	12	0
1	52183095	52183096	12	0
1	52183096	52183097	12	0
1	52183097	52183098	12	0
1	52183098	52183099	12	0
1	52183099	52183100	12	0
1	52183100	52183101	12	0
1	52183101	52183102	12	0
1	52183102	52183103	12	0
1	52183103	52183104	12	0
1	52183104	52183105	12	0
1	52183105	52183106	12	0
1	52183106	52183107	12	0
1	52183107	52183108	12	0
1	52183108	52183109	12	0
1	52183109	52183110	12	0
1	52183110	52183111	16	0
1	52183111	52183112	16	0
1	52183112	52183113	16	0
1	52183113	52183114	16	0
1	52183114	52183115	16	0
1	52183115	52183116	16	0
1	52183116	52183117	15	0
1	52183117	52183118	15	0
1	52183118	52183119	16	0
1	52183119	52183120	16	0
1	52183120	52183121	16	0
1	52183121	52183122	19	0
1	52183122	52183123	19	0
1	52183123	52183124	19	0
1	52183124	52183125	19	0
1	52183125	52183126	19	0
1	52183126	52183127	19	0
1	52183127	52183128	19	0
1	52183128	52183129	19	0
1	52183129	52183130	19	0
1	52183130	52183131	19	0
1	52183131	52183132	19	0
1	52183132	52183133	19	0
1	52183133	52183134	19	0
1	52183134	52183135	20	0
1	52183135	52183136	20	0
1	52183136	52183137	20	0
1	52183137	52183138	20	0
1	52183138	52183139	20	0
1	52183139	52183140	20	0
1	52183140	52183141	20	0
1	52183141	52183142	20	0
1	52183142	52183143	20	0
1	52183143	52183144	20	0
1	52183144	52183145	20	0
1	52183145	52183146	20	0
1	52183146	52183147	20	0
1	52183147	52183148	20	0
1	52183148	52183149	20	0
1	52183149	52183150	21	0
1	52183150	52183151	21	0
1	52183151	52183152	21	0
1	52183152	52183153	20	0
1	52183153	52183154	20	0
1	52183154	52183155	20	0
1	52183155	52183156	19	0
1	52183156	52183157	20	0
1	52183157	52183158	20	0
1	52183158	52183159	20	0
1	52183159	52183160	20	0
1	52183160	52183161	20	0
1	52183161	52183162	20	0
1	52183162	52183163	20	0
1	52183163	52183164	20	0
1	52183164	52183165	20	0
1	52183165	52183166	20	0
1	52183166	52183167	20	0
1	52183167	52183168	20	0
1	52183168	52183169	20	0
1	52183169	52183170	23	0
1	52183170	52183171	24	0
1	52183171	52183172	25	0
1	52183172	52183173	23	0
1	52183173	52183174	23	0
1	52183174	52183175	23	0
1	52183175	52183176	23	0
1	52183176	52183177	23	0
1	52183177	52183178	23	0
1	52183178	52183179	23	0
1	52183179	52183180	23	0
1	52183180	52183181	24	0
1	52183181	52183182	24	0
1	52183182	52183183	24	0
1	52183183	52183184	24	0
1	52183184	52183185	25	0
1	52183185	52183186	25	0
1	52183186	52183187	25	0
1	52183187	52183188	25	0
1	52183188	52183189	25	0
1	52183189	52183190	24	0
1	52183190	52183191	23	0
1	52183191	52183192	23	0
1	52183192	52183193	23	0
1	52183193	52183194	23	0
1	52183194	52183195	24	0
1	52183195	52183196	24	0
1	52183196	52183197	24	0
1	52183197	52183198	24	0
1	52183198	52183199	24	0
1	52183199	52183200	24	0
1	52183200	52183201	24	0
1	52183201	52183202	24	0
1	52183202	52183203	24	0
1	52183203	52183204	24	0
1	52183204	52183205	24	0
1	52183205	52183206	24	0
1	52183206	52183207	24	0
1	52183207	52183208	24	0
1	52183208	52183209	24	0
1	52183209	52183210	24	0
1	52183210	52183211	21	0
1	52183211	52183212	22	0
1	52183212	52183213	22	0
1	52183213	52183214	22	0
1	52183214	52183215	22	0
1	52183215	52183216	21	0
1	52183216	52183217	22	0
1	52183217	52183218	22	0
1	52183218	52183219	22	0
1	52183219	52183220	22	0
1	52183220	52183221	20	0
1	52183221	52183222	16	0
1	52183222	52183223	16	0
1	52183223	52183224	16	0
1	52183224	52183225	16	0
1	52183225	52183226	16	0
1	52183226	52183227	16	0
1	52183227	52183228	20	0
1	52183228	52183229	20	0
1	52183229	52183230	20	0
1	52183230	52183231	20	0
1	52183231	52183232	20	0
1	52183232	52183233	20	0
1	52183233	52183234	21	0
1	52183234	52183235	20	0
1	52183235	52183236	20	0
1	52183236	52183237	21	0
1	52183237	52183238	21	0
1	52183238	52183239	21	0
1	52183239	52183240	21	0
1	52183240	52183241	21	0
1	52183241	52183242	21	0
1	52183242	52183243	21	0
1	52183243	52183244	21	0
1	52183244	52183245	21	0
1	52183245	52183246	21	0
1	52183246	52183247	21	0
1	52183247	52183248	22	0
1	52183248	52183249	22	0
1	52183249	52183250	21	0
1	52183250	52183251	21	0
1	52183251	52183252	21	0
1	52183252	52183253	21	0
1	52183253	52183254	20	0
1	52183254	52183255	20	0
1	52183255	52183256	20	0
1	52183256	52183257	19	0
1	52183257	52183258	19	0
1	52183258	52183259	19	0
1	52183259	52183260	19	0
1	52183260	52183261	19	0
1	52183261	52183262	19	0
1	52183262	52183263	19	0
1	52183263	52183264	20	0
1	52183264	52183265	20	0
1	52183265	52183266	20	0
1	52183266	52183267	21	0
1	52183267	52183268	21	0
1	52183268	52183269	21	0
1	52183269	52183270	18	0
1	52183270	52183271	17	0
1	52183271	52183272	16	0
1	52183272	52183273	16	0
1	52183273	52183274	16	0
1	52183274	52183275	17	0
1	52183275	52183276	17	0
1	52183276	52183277	17	0
1	52183277	52183278	17	0
1	52183278	52183279	17	0
1	52183279	52183280	17	0
1	52183280	52183281	16	0
1	52183281	52183282	19	0
1	52183282	52183283	19	0
1	52183283	52183284	19	0
1	52183284	52183285	18	0
1	52183285	52183286	18	0
1	52183286	52183287	18	0
1	52183287	52183288	18	0
1	52183288	52183289	18	0
1	52183289	52183290	18	0
1	52183290	52183291	18	0
1	52183291	52183292	18	0
1	52183292	52183293	18	0
1	52183293	52183294	18	0
1	52183294	52183295	24	0
1	52183295	52183296	26	0
1	52183296	52183297	26	0
1	52183297	52183298	26	0
1	52183298	52183299	26	0
1	52183299	52183300	26	0
1	52183300	52183301	26	0
1	52183301	52183302	26	0
1	52183302	52183303	26	0
1	52183303	52183304	27	0
1	52183304	52183305	28	0
1	52183305	52183306	28	0
1	52183306	52183307	28	0
1	52183307	52183308	28	0
1	52183308	52183309	28	0
1	52183309	52183310	28	0
1	52183310	52183311	27	0
1	52183311	52183312	26	0
1	52183312	52183313	28	0
1	52183313	52183314	28	0
1	52183314	52183315	28	0
1	52183315	52183316	28	0
1	52183316	52183317	27	0
1	52183317	52183318	29	0
1	52183318	52183319	30	0
1	52183319	52183320	30	0
1	52183320	52183321	30	0
1	52183321	52183322	29	0
1	52183322	52183323	29	0
1	52183323	52183324	29	0
1	52183324	52183325	29	0
1	52183325	52183326	29	0
1	52183326	52183327	29	0
1	52183327	52183328	28	0
1	52183328	52183329	28	0
1	52183329	52183330	29	0
1	52183330	52183331	29	0
1	52183331	52183332	30	0
1	52183332	52183333	30	0
1	52183333	52183334	29	0
1	52183334	52183335	29	0
1	52183335	52183336	29	0
1	52183336	52183337	28	0
1	52183337	52183338	28	0
1	52183338	52183339	28	0
1	52183339	52183340	28	0
1	52183340	52183341	28	0
1	52183341	52183342	28	0
1	52183342	52183343	28	0
1	52183343	52183344	28	0
1	52183344	52183345	28	0
1	52183345	52183346	28	0
1	52183346	52183347	28	0
1	52183347	52183348	27	0
1	52183348	52183349	27	0
1	52183349	52183350	28	0
1	52183350	52183351	28	0
1	52183351	52183352	28	0
1	52183352	52183353	28	0
1	52183353	52183354	28	0
1	52183354	52183355	28	0
1	52183355	52183356	28	0
1	52183356	52183357	28	0
1	52183357	52183358	28	0
1	52183358	52183359	28	0
1	52183359	52183360	28	0
1	52183360	52183361	29	0
1	52183361	52183362	29	0
1	52183362	52183363	29	0
1	52183363	52183364	28	0
1	52183364	52183365	29	0
1	52183365	52183366	29	0
1	52183366	52183367	30	0
1	52183367	52183368	30	0
1	52183368	52183369	29	0
1	52183369	52183370	29	0
1	52183370	52183371	29	0
1	52183371	52183372	29	0
1	52183372	52183373	29	0
1	52183373	52183374	29	0
1	52183374	52183375	28	0
1	52183375	52183376	28	0
1	52183376	52183377	28	0
1	52183377	52183378	28	0
1	52183378	52183379	28	0
1	52183379	52183380	29	0
1	52183380	52183381	29	0
1	52183381	52183382	26	0
1	52183382	52183383	26	0
1	52183383	52183384	26	0
1	52183384	52183385	26	0
1	52183385	52183386	26	0
1	52183386	52183387	26	0
1	52183387	52183388	26	0
1	52183388	52183389	28	0
1	52183389	52183390	28	0
1	52183390	52183391	28	0
1	52183391	52183392	28	0
1	52183392	52183393	28	0
1	52183393	52183394	29	0
1	52183394	52183395	22	0
1	52183395	52183396	20	0
1	52183396	52183397	20	0
1	52183397	52183398	20	0
1	52183398	52183399	21	0
1	52183399	52183400	21	0
1	52183400	52183401	21	0
1	52183401	52183402	21	0
1	52183402	52183403	21	0
1	52183403	52183404	22	0
1	52183404	52183405	21	0
1	52183405	52183406	21	0
1	52183406	52183407	21	0
1	52183407	52183408	25	0
1	52183408	52183409	25	0
1	52183409	52183410	25	0
1	52183410	52183411	25	0
1	52183411	52183412	25	0
1	52183412	52183413	23	0
1	52183413	52183414	23	0
1	52183414	52183415	23	0
1	52183415	52183416	23	0
1	52183416	52183417	23	0
1	52183417	52183418	22	0
1	52183418	52183419	21	0
1	52183419	52183420	21	0
1	52183420	52183421	21	0
1	52183421	52183422	21	0
1	52183422	52183423	21	0
1	52183423	52183424	21	0
1	52183424	52183425	21	0
1	52183425	52183426	22	0
1	52183426	52183427	22	0
1	52183427	52183428	19	0
1	52183428	52183429	19	0
1	52183429	52183430	18	0
1	52183430	52183431	18	0
1	52183431	52183432	17	0
1	52183432	52183433	17	0
1	52183433	52183434	17	0
1	52183434	52183435	17	0
1	52183435	52183436	17	0
1	52183436	52183437	17	0
1	52183437	52183438	17	0
1	52183438	52183439	17	0
1	52183439	52183440	17	0
1	52183440	52183441	17	0
1	52183441	52183442	17	0
1	52183442	52183443	17	0
1	52183443	52183444	17	0
1	52183444	52183445	17	0
1	52183445	52183446	18	0
1	52183446	52183447	18	0
1	52183447	52183448	18	0
1	52183448	52183449	20	0
1	52183449	52183450	19	0
1	52183450	52183451	19	0
1	52183451	52183452	19	0
1	52183452	52183453	19	0
1	52183453	52183454	19	0
1	52183454	52183455	19	0
1	52183455	52183456	19	0
1	52183456	52183457	20	0
1	52183457	52183458	20	0
1	52183458	52183459	20	0
1	52183459	52183460	20	0
1	52183460	52183461	19	0
1	52183461	52183462	19	0
1	52183462	52183463	19	0
1	52183463	52183464	19	0
1	52183464	52183465	18	0
1	52183465	52183466	18	0
1	52183466	52183467	17	0
1	52183467	52183468	17	0
1	52183468	52183469	17	0
1	52183469	52183470	17	0
1	52183470	52183471	17	0
1	52183471	52183472	17	0
1	52183472	52183473	17	0
1	52183473	52183474	17	0
1	52183474	52183475	17	0
1	52183475	52183476	17	0
1	52183476	52183477	17	0
1	52183477	52183478	17	0
1	52183478	52183479	17	0
1	52183479	52183480	16	0
1	52183480	52183481	16	0
1	52183481	52183482	16	0
1	52183482	52183483	16	0
1	52183483	52183484	16	0
1	52183484	52183485	16	0
1	52183485	52183486	16	0
1	52183486	52183487	16	0
1	52183487	52183488	17	0
1	52183488	52183489	15	0
1	52183489	52183490	16	0
1	52183490	52183491	16	0
1	52183491	52183492	17	0
1	52183492	52183493	17	0
1	52183493	52183494	16	0
1	52183494	52183495	16	0
1	52183495	52183496	16	0
1	52183496	52183497	16	0
1	52183497	52183498	16	0
1	52183498	52183499	15	0
1	52183499	52183500	15	0
1	52183500	52183501	15	0
1	52183501	52183502	15	0
1	52183502	52183503	15	0
1	52183503	52183504	13	0
1	52183504	52183505	13	0
1	52183505	52183506	13	0
1	52183506	52183507	14	0
1	52183507	52183508	12	0
1	52183508	52183509	12	0
1	52183509	52183510	12	0
1	52183510	52183511	12	0
1	52183511	52183512	13	0
1	52183512	52183513	13	0
1	52183513	52183514	13	0
1	52183514	52183515	12	0
1	52183515	52183516	13	0
1	52183516	52183517	13	0
1	52183517	52183518	13	0
1	52183518	52183519	14	0
1	52183519	52183520	14	0
1	52183520	52183521	14	0
1	52183521	52183522	14	0
1	52183522	52183523	14	0
1	52183523	52183524	14	0
1	52183524	52183525	15	0
1	52183525	52183526	14	0
1	52183526	52183527	14	0
1	52183527	52183528	15	0
1	52183528	52183529	15	0
1	52183529	52183530	17	0
1	52183530	52183531	17	0
1	52183531	52183532	17	0
1	52183532	52183533	17	0
1	52183533	52183534	18	0
1	52183534	52183535	18	0
1	52183535	52183536	18	0
1	52183536	52183537	18	0
1	52183537	52183538	19	0
1	52183538	52183539	19	0
1	52183539	52183540	19	0
1	52183540	52183541	19	0
1	52183541	52183542	20	0
1	52183542	52183543	20	0
1	52183543	52183544	21	0
1	52183544	52183545	21	0
1	52183545	52183546	21	0
1	52183546	52183547	21	0
1	52183547	52183548	22	0
1	52183548	52183549	20	0
1	52183549	52183550	21	0
1	52183550	52183551	21	0
1	52183551	52183552	21	0
1	52183552	52183553	21	0
1	52183553	52183554	21	0
1	52183554	52183555	21	0
1	52183555	52183556	21	0
1	52183556	52183557	20	0
1	52183557	52183558	20	0
1	52183558	52183559	20	0
1	52183559	52183560	20	0
1	52183560	52183561	20	0
1	52183561	52183562	20	0
1	52183562	52183563	20	0
1	52183563	52183564	20	0
1	52183564	52183565	20	0
1	52183565	52183566	20	0
1	52183566	52183567	21	0
1	52183567	52183568	21	0
1	52183568	52183569	21	0
1	52183569	52183570	21	0
1	52183570	52183571	21	0
1	52183571	52183572	22	0
1	52183572	52183573	22	0
1	52183573	52183574	22	0
1	52183574	52183575	25	0
1	52183575	52183576	25	0
1	52183576	52183577	26	0
1	52183577	52183578	26	0
1	52183578	52183579	26	0
1	52183579	52183580	26	0
1	52183580	52183581	26	0
1	52183581	52183582	26	0
1	52183582	52183583	26	0
1	52183583	52183584	26	0
1	52183584	52183585	28	0
1	52183585	52183586	28	0
1	52183586	52183587	28	0
1	52183587	52183588	28	0
1	52183588	52183589	28	0
1	52183589	52183590	29	0
1	52183590	52183591	30	0
1	52183591	52183592	29	0
1	52183592	52183593	29	0
1	52183593	52183594	29	0
1	52183594	52183595	29	0
1	52183595	52183596	31	0
1	52183596	52183597	32	0
1	52183597	52183598	33	0
1	52183598	52183599	33	0
1	52183599	52183600	33	0
1	52183600	52183601	33	0
1	52183601	52183602	33	0
1	52183602	52183603	33	0
1	52183603	52183604	33	0
1	52183604	52183605	33	0
1	52183605	52183606	33	0
1	52183606	52183607	32	0
1	52183607	52183608	31	0
1	52183608	52183609	32	0
1	52183609	52183610	32	0
1	52183610	52183611	32	0
1	52183611	52183612	31	0
1	52183612	52183613	31	0
1	52183613	52183614	32	0
1	52183614	52183615	32	0
1	52183615	52183616	32	0
1	52183616	52183617	32	0
1	52183617	52183618	32	0
1	52183618	52183619	31	0
1	52183619	52183620	31	0
1	52183620	52183621	31	0
1	52183621	52183622	31	0
1	52183622	52183623	30	0
1	52183623	52183624	30	0
1	52183624	52183625	29	0
